file_name,extension,size,duration,video_codec,audio_codec,resolution
115 - Star.Wars.The.Clone.Wars.S06E06.1080p.BluRay.x264 - The Rise of Clovis.mkv,.mkv,1.08 GB,0:22:16,h264,ac3,1920x816
116 - Star.Wars.The.Clone.Wars.S06E07.1080p.BluRay.x264 - Crisis at the Heart.mkv,.mkv,1.08 GB,0:22:11,h264,ac3,1920x816
117 - Star.Wars.The.Clone.Wars.S06E08.1080p.BluRay.x264 - The Disappeared.mkv,.mkv,1.08 GB,0:21:53,h264,ac3,1920x816
118 - Star.Wars.The.Clone.Wars.S06E09.1080p.BluRay.x264 - The Disappeared II.mkv,.mkv,1.08 GB,0:20:19,h264,ac3,1920x816
119 - Star.Wars.The.Clone.Wars.S06E10.1080p.BluRay.x264 - The Lost One.mkv,.mkv,1.08 GB,0:22:32,h264,ac3,1920x816
120 - Star.Wars.The.Clone.Wars.S06E11.1080p.BluRay.x264 - Voices.mkv,.mkv,1.08 GB,0:22:23,h264,ac3,1920x816
121 - Star.Wars.The.Clone.Wars.S06E12.1080p.BluRay.x264 - Destiny.mkv,.mkv,1.08 GB,0:22:12,h264,ac3,1920x816
122 - Star.Wars.The.Clone.Wars.S06E13.1080p.BluRay.x264 - Sacrific.mkv,.mkv,1.08 GB,0:22:20,h264,ac3,1920x816
123 - Star.Wars.The.Clone.Wars.S07E05.1080p.WEB.H264    - Gone with a Trac.mkv,.mkv,1.35 GB,0:22:08,h264,eac3,1920x1080
124 - Star.Wars.The.Clone.Wars.S07E06.1080p.WEB.H264    - Deal No Dea.mkv,.mkv,1.48 GB,0:24:13,h264,eac3,1920x1080
125 - Star.Wars.The.Clone.Wars.S07E07.1080p.WEB.H264    - Dangerous Deb.mkv,.mkv,1.32 GB,0:23:46,h264,eac3,1920x1080
126 - Star.Wars.The.Clone.Wars.S07E08.1080p.WEB.H264    - Together Agai.mkv,.mkv,1.38 GB,0:22:39,h264,eac3,1920x1080
127 - Star.Wars.The.Clone.Wars.S07E01.1080p.WEB.H264    - The Bad Batc.mkv,.mkv,1.46 GB,0:23:51,h264,eac3,1920x1080
128 - Star.Wars.The.Clone.Wars.S07E02.1080p.WEB.H264    - A Distant Ech.mkv,.mkv,1.44 GB,0:23:31,h264,eac3,1920x1080
129 - Star.Wars.The.Clone.Wars.S07E03.1080p.WEB.H264    - On the Wings of Keeradak.mkv,.mkv,1.12 GB,0:18:22,h264,eac3,1920x1080
130 - Star.Wars.The.Clone.Wars.S07E04.1080p.WEB.H264    - Unfinished Busines.mkv,.mkv,1.41 GB,0:23:07,h264,eac3,1920x1080
131 - Star.Wars.The.Clone.Wars.S07E09.1080p.WEB.H264    - Old Friends Not Forgotte.mkv,.mkv,1.65 GB,0:26:57,h264,eac3,1920x1080
132 - Star.Wars.The.Clone.Wars.S07E10.1080p.WEB.H264    - The Phantom Apprentic.mkv,.mkv,1.52 GB,0:24:56,h264,eac3,1920x1080
133 - Star.Wars.The.Clone.Wars.S07E11.1080p.WEB.H264    - Shattere.mkv,.mkv,1.47 GB,0:24:12,h264,eac3,1920x1080
134 - Star.Wars.The.Clone.Wars.S07E12.1080p.WEB.H264    - Victory and Deat.mkv,.mkv,1.36 GB,0:23:46,h264,eac3,1920x1080
Mandalorian - S01 E01.mp4,.mp4,0.35 GB,0:38:46,h264,aac,1920x804
Mandalorian - S01 E02.mp4,.mp4,0.49 GB,0:30:56,h264,aac,1920x1080
Mandalorian - S01 E03.mp4,.mp4,0.66 GB,0:37:17,h264,aac,1920x1080
Mandalorian - S01 E04.mp4,.mp4,0.77 GB,0:41:15,h264,aac,1920x1080
Mandalorian - S01 E05.mp4,.mp4,0.41 GB,0:32:50,h264,aac,1920x1080
Mandalorian - S01 E06.mp4,.mp4,0.80 GB,0:41:03,h264,aac,1920x1080
Mandalorian - S01 E07.mp4,.mp4,0.67 GB,0:40:32,h264,aac,1920x1080
Mandalorian - S01 E08.mp4,.mp4,0.92 GB,0:46:26,h264,aac,1920x1080
Mandalorian - S02 E01.mp4,.mp4,1.81 GB,0:51:48,h264,eac3,1280x720
Mandalorian - S02 E02.mp4,.mp4,2.54 GB,0:39:32,h264,eac3,1920x1080
Mandalorian - S02 E03.mp4,.mp4,1.15 GB,0:32:59,h264,eac3,1280x720
Mandalorian - S02 E04.mp4,.mp4,1.29 GB,0:37:02,h264,eac3,1280x720
Mandalorian - S02 E05.mp4,.mp4,1.56 GB,0:44:45,h264,eac3,1280x720
Mandalorian - S02 E06.mp4,.mp4,1.11 GB,0:31:41,h264,eac3,1280x720
Mandalorian - S02 E07.mp4,.mp4,1.05 GB,0:36:16,h264,eac3,1280x720
Mandalorian - S02 E08.mp4,.mp4,1.16 GB,0:44:01,h264,eac3,1280x720
The.Mandalorian.S03E01.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv,.mkv,1.67 GB,0:35:16,h264,eac3,1920x1080
the.mandalorian.s03e02.1080p.web.h264-ggez.mkv,.mkv,1.87 GB,0:42:24,h264,eac3,1920x1080
the.mandalorian.s03e03.1080p.web.h264-ggez.mkv,.mkv,2.27 GB,0:56:11,h264,eac3,1920x1080
The.Mandalorian.S03E04.1080p.DSNP.WEB-DL.DDP5.1.H.264-NTb.mkv,.mkv,1.55 GB,0:30:39,h264,eac3,1920x1080
the.mandalorian.s03e05.1080p.web.h264-cakes.mkv,.mkv,1.92 GB,0:41:03,h264,eac3,1920x1080
The.Mandalorian.S03E06.1080p.WEB.h264-EDITH.mkv,.mkv,1.96 GB,0:44:14,h264,eac3,1920x1080
The.Mandalorian.S03E07.720p.WEB.h264-EDITH.mkv,.mkv,1.31 GB,0:50:39,h264,eac3,1280x720
The.Mandalorian.S03E08.Chapter.24.The.Return.1080p.DSNP.WEB-DL.DDP5.1.Atmos.H.264-TBD.mkv,.mkv,1.93 GB,0:38:56,h264,eac3,1920x1080
Arcane.S01E01.1080p.WEBRip.x265.mp4,.mp4,0.68 GB,0:43:25,hevc,aac,1920x816
Arcane.S01E02.1080p.WEBRip.x265.mp4,.mp4,0.63 GB,0:40:33,hevc,aac,1920x816
Arcane.S01E03.1080p.WEBRip.x265.mp4,.mp4,0.69 GB,0:44:15,hevc,aac,1920x816
Arcane.S01E04.1080p.WEBRip.x265.mp4,.mp4,0.63 GB,0:40:43,hevc,aac,1920x816
Arcane.S01E05.1080p.WEBRip.x265.mp4,.mp4,0.63 GB,0:40:37,hevc,aac,1920x816
Arcane.S01E06.1080p.WEBRip.x265.mp4,.mp4,0.66 GB,0:42:07,hevc,aac,1920x816
Arcane.S01E07.1080p.WEBRip.x265.mp4,.mp4,0.63 GB,0:40:07,hevc,aac,1920x816
Arcane.S01E08.1080p.WEBRip.x265.mp4,.mp4,0.63 GB,0:40:27,hevc,aac,1920x816
Arcane.S01E09.1080p.WEBRip.x265.mp4,.mp4,0.64 GB,0:41:07,hevc,aac,1920x816
arcane.s02e01.1080p.web.h264-successfulcrab[EZTVx.to].mkv,.mkv,1.53 GB,0:40:15,h264,eac3,1920x1080
arcane.s02e02.1080p.web.h264-successfulcrab[EZTVx.to].mkv,.mkv,1.50 GB,0:39:31,h264,eac3,1920x1080
arcane.s02e03.1080p.web.h264-successfulcrab[EZTVx.to].mkv,.mkv,1.52 GB,0:40:06,h264,eac3,1920x1080
arcane.s02e04.1080p.web.h264-successfulcrab.mkv,.mkv,1.48 GB,0:39:06,h264,eac3,1920x1080
arcane.s02e05.1080p.web.h264-successfulcrab.mkv,.mkv,1.61 GB,0:42:20,h264,eac3,1920x1080
arcane.s02e06.1080p.web.h264-successfulcrab.mkv,.mkv,1.50 GB,0:39:27,h264,eac3,1920x1080
Avatar The Last Airbender - S01E01 - The Boy in the Iceberg.mp4,.mp4,0.25 GB,0:23:40,hevc,aac,1440x1080
Avatar The Last Airbender - S01E02 - The Avatar Returns.mp4,.mp4,0.23 GB,0:22:28,hevc,aac,1440x1080
Avatar The Last Airbender - S01E03 - The Southern Air Temple.mp4,.mp4,0.27 GB,0:23:25,hevc,aac,1440x1080
Avatar The Last Airbender - S01E04 - The Warriors of Kyoshi.mp4,.mp4,0.29 GB,0:23:09,hevc,aac,1440x1080
Avatar The Last Airbender - S01E05 - The King of Omashu.mp4,.mp4,0.33 GB,0:23:34,hevc,aac,1440x1080
Avatar The Last Airbender - S01E06 - Imprisoned.mp4,.mp4,0.22 GB,0:23:52,hevc,aac,1440x1080
"Avatar The Last Airbender - S01E07 - The Spirit World Winter Solstice, Part 1.mp4",.mp4,0.26 GB,0:23:55,hevc,aac,1440x1080
"Avatar The Last Airbender - S01E08 - Avatar Roku Winter Solstice, Part 2.mp4",.mp4,0.22 GB,0:23:12,hevc,aac,1440x1080
Avatar The Last Airbender - S01E09 - The Waterbending Scroll.mp4,.mp4,0.25 GB,0:23:56,hevc,aac,1440x1080
Avatar The Last Airbender - S01E10 - Jet fin.mp4,.mp4,0.26 GB,0:23:44,hevc,aac,1440x1080
Avatar The Last Airbender - S01E11 - The Great Divide nw_new.mp4,.mp4,0.24 GB,0:24:07,hevc,aac,1440x1080
Avatar The Last Airbender - S01E12 - The Storm.mp4,.mp4,0.30 GB,0:24:05,hevc,aac,1440x1080
Avatar The Last Airbender - S01E13 - The Blue Spirit.mp4,.mp4,0.15 GB,0:23:50,hevc,aac,1440x1080
Avatar The Last Airbender - S01E14 - The Fortuneteller.mp4,.mp4,0.25 GB,0:24:06,hevc,aac,1440x1080
Avatar The Last Airbender - S01E15 - Bato of the Water Tribe.mp4,.mp4,0.25 GB,0:24:04,hevc,aac,1440x1080
Avatar The Last Airbender - S01E16 - The Deserter.mp4,.mp4,0.23 GB,0:24:04,hevc,aac,1440x1080
Avatar The Last Airbender - S01E17 - The Northern Air Temple.mp4,.mp4,0.25 GB,0:23:51,hevc,aac,1440x1080
Avatar The Last Airbender - S01E18 - The Waterbending Master.mp4,.mp4,0.23 GB,0:24:02,hevc,aac,1440x1080
"Avatar The Last Airbender - S01E19 - The Siege of the North, Part 1.mp4",.mp4,0.23 GB,0:23:53,hevc,aac,1440x1080
"Avatar The Last Airbender - S01E20 - The Siege of the North, Part 2.mp4",.mp4,0.23 GB,0:24:03,hevc,aac,1440x1080
Avatar The Last Airbender - S02E01 - The Avatar State.mp4,.mp4,0.24 GB,0:24:07,hevc,aac,1440x1080
Avatar The Last Airbender - S02E02 - The Cave of Two Lovers.mp4,.mp4,0.24 GB,0:24:08,hevc,aac,1440x1080
Avatar The Last Airbender - S02E03 - Return to Omashu.mp4,.mp4,0.21 GB,0:24:07,hevc,aac,1440x1080
Avatar The Last Airbender - S02E04 - The Swamp.mp4,.mp4,0.21 GB,0:24:07,hevc,aac,1440x1080
Avatar The Last Airbender - S02E05 - Avatar Day.mp4,.mp4,0.28 GB,0:24:03,hevc,aac,1440x1080
Avatar The Last Airbender - S02E06 - The Blind Bandit.mp4,.mp4,0.26 GB,0:24:32,hevc,aac,1440x1080
Avatar The Last Airbender - S02E07 - Zuko Alone.mp4,.mp4,0.18 GB,0:24:33,hevc,aac,1440x1080
Avatar The Last Airbender - S02E08 - The Chase.mp4,.mp4,0.25 GB,0:24:37,hevc,aac,1440x1080
Avatar The Last Airbender - S02E09 - Bitter Work.mp4,.mp4,0.27 GB,0:24:35,hevc,aac,1440x1080
Avatar The Last Airbender - S02E10 - The Library.mp4,.mp4,0.21 GB,0:24:34,hevc,aac,1440x1080
Avatar The Last Airbender - S02E11 - The Desert.mp4,.mp4,0.21 GB,0:24:34,hevc,aac,1440x1080
Avatar The Last Airbender - S02E12 - The Serpent's Pass.mp4,.mp4,0.24 GB,0:23:18,hevc,aac,1440x1080
Avatar The Last Airbender - S02E13 - The Drill.mp4,.mp4,0.19 GB,0:23:10,hevc,aac,1440x1080
Avatar The Last Airbender - S02E14 - City of Walls and Secrets.mp4,.mp4,0.17 GB,0:24:33,hevc,aac,1440x1080
Avatar The Last Airbender - S02E15 - The Tales of Ba Sing Se.mp4,.mp4,0.24 GB,0:24:36,hevc,aac,1440x1080
Avatar The Last Airbender - S02E16 - Appa's Lost Days.mp4,.mp4,0.23 GB,0:24:33,hevc,aac,1440x1080
Avatar The Last Airbender - S02E17 - Lake Laogai.mp4,.mp4,0.22 GB,0:24:33,hevc,aac,1440x1080
Avatar The Last Airbender - S02E18 - The Earth King.mp4,.mp4,0.24 GB,0:24:33,hevc,aac,1440x1080
Avatar The Last Airbender - S02E19 - The Guru.mp4,.mp4,0.17 GB,0:23:17,hevc,aac,1440x1080
Avatar The Last Airbender - S02E20 - The Crossroads of Destiny.mp4,.mp4,0.20 GB,0:23:20,hevc,aac,1440x1080
Avatar The Last Airbender - S03E01 - The Awakening.mp4,.mp4,0.19 GB,0:24:35,hevc,aac,1440x1080
Avatar The Last Airbender - S03E02 - The Headband.mp4,.mp4,0.18 GB,0:24:36,hevc,aac,1440x1080
Avatar The Last Airbender - S03E03 - The Painted Lady.mp4,.mp4,0.18 GB,0:24:36,hevc,aac,1440x1080
Avatar The Last Airbender - S03E04 - Sokka's Master.mp4,.mp4,0.25 GB,0:24:35,hevc,aac,1440x1080
Avatar The Last Airbender - S03E05 - The Beach.mp4,.mp4,0.23 GB,0:24:33,hevc,aac,1440x1080
Avatar The Last Airbender - S03E06 - The Avatar and the Fire Lord.mp4,.mp4,0.26 GB,0:24:35,hevc,aac,1440x1080
Avatar The Last Airbender - S03E07 - The Runaway.mp4,.mp4,0.22 GB,0:24:35,hevc,aac,1440x1080
Avatar The Last Airbender - S03E08 - The Puppetmaster.mp4,.mp4,0.20 GB,0:24:31,hevc,aac,1440x1080
Avatar The Last Airbender - S03E09 - Nightmares and Daydreams.mp4,.mp4,0.20 GB,0:24:34,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E10 - The Day of Black Sun, Part 1 The Invasion.mp4",.mp4,0.24 GB,0:23:16,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E11 - The Day of Black Sun, Part 2 The Eclipse.mp4",.mp4,0.20 GB,0:23:20,hevc,aac,1440x1080
Avatar The Last Airbender - S03E12 - The Western Air Temple.mp4,.mp4,0.24 GB,0:24:31,hevc,aac,1440x1080
Avatar The Last Airbender - S03E13 - The Firebending Masters.mp4,.mp4,0.22 GB,0:24:36,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E14 - The Boiling Rock, Part 1.mp4",.mp4,0.16 GB,0:23:44,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E15 - The Boiling Rock, Part 2.mp4",.mp4,0.19 GB,0:22:23,hevc,aac,1440x1080
Avatar The Last Airbender - S03E16 - The Southern Raiders.mp4,.mp4,0.29 GB,0:24:20,hevc,aac,1440x1080
Avatar The Last Airbender - S03E17 - The Ember Island Players.mp4,.mp4,0.24 GB,0:24:34,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E18 - Sozin's Comet, Part 1 The Phoenix King.mp4",.mp4,0.29 GB,0:23:13,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E19 - Sozin's Comet, Part 2 The Old Masters.mp4",.mp4,0.24 GB,0:22:34,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E20 - Sozin's Comet, Part 3 Into the Inferno.mp4",.mp4,0.26 GB,0:22:25,hevc,aac,1440x1080
"Avatar The Last Airbender - S03E21 - Sozin's Comet, Part 4 Avatar Aang.mp4",.mp4,0.27 GB,0:23:09,hevc,aac,1440x1080
Castlevania (2017) - S01E01 - Witchbottle (AI 60 FPS) V2.mkv,.mkv,1.57 GB,0:25:05,hevc,aac,1920x1080
Castlevania (2017) - S01E02 - Necropolis (AI 60 FPS) V2.mkv,.mkv,1.44 GB,0:23:04,hevc,aac,1920x1080
Castlevania (2017) - S01E03 - Labyrinth (AI 60 FPS) V2.mkv,.mkv,1.51 GB,0:23:59,hevc,aac,1920x1080
Castlevania (2017) - S01E04 - Monument (AI 60 FPS) V2.mkv,.mkv,1.46 GB,0:23:23,hevc,aac,1920x1080
Castlevania (2017) - S02E01 - War Council  (AI 60 FPS) V2.mkv,.mkv,1.55 GB,0:25:13,hevc,ac3,1920x1080
Castlevania (2017) - S02E02 - Old Homes (AI 60 FPS) V2.mkv,.mkv,1.54 GB,0:25:09,hevc,ac3,1920x1080
Castlevania (2017) - S02E03 - Shadow Battles (AI 60 FPS) V2.mkv,.mkv,1.65 GB,0:26:37,hevc,ac3,1920x1080
Castlevania (2017) - S02E04 - Broken Mast (AI 60 FPS) V2.mkv,.mkv,1.55 GB,0:25:18,hevc,ac3,1920x1080
Castlevania (2017) - S02E05 - Last Spell (AI 60 FPS) V2.mkv,.mkv,1.48 GB,0:24:04,hevc,ac3,1920x1080
Castlevania (2017) - S02E06 - The River (AI 60 FPS) V2.mkv,.mkv,1.57 GB,0:25:25,hevc,ac3,1920x1080
Castlevania (2017) - S02E07 - For Love (AI 60 FPS) V2.mkv,.mkv,1.72 GB,0:27:57,hevc,ac3,1920x1080
Castlevania (2017) - S02E08 - End Times (AI 60 FPS) V2.mkv,.mkv,1.79 GB,0:28:53,hevc,ac3,1920x1080
Castlevania (2017) - S03E01 - Bless Your Dead Little Hearts (AI 60 FPS) V2.mkv,.mkv,1.74 GB,0:27:32,hevc,eac3,1920x1080
Castlevania (2017) - S03E02 - The Reparation Of My Heart (AI 60 FPS) V2.mkv,.mkv,1.91 GB,0:30:20,hevc,eac3,1920x1080
Castlevania (2017) - S03E03 - Investigators (AI 60 FPS) V2.mkv,.mkv,1.76 GB,0:28:12,hevc,eac3,1920x1080
Castlevania (2017) - S03E04 - I Have A Scheme (AI 60 FPS) V2.mkv,.mkv,1.97 GB,0:31:16,hevc,eac3,1920x1080
Castlevania (2017) - S03E05 - A Seat Of Civilisation And Refinement (AI 60 FPS) V2.mkv,.mkv,1.41 GB,0:22:22,hevc,eac3,1920x1080
Castlevania (2017) - S03E06 - The Good Dream (AI 60 FPS) V2.mkv,.mkv,1.48 GB,0:23:48,hevc,eac3,1920x1080
Castlevania (2017) - S03E07 - Worse Things Than Betrayal (AI 60 FPS) V2.mkv,.mkv,1.61 GB,0:25:30,hevc,eac3,1920x1080
Castlevania (2017) - S03E08 - What The Night Brings (AI 60 FPS) V2.mkv,.mkv,1.56 GB,0:25:00,hevc,eac3,1920x1080
Castlevania (2017) - S03E09 - The Harvest (AI 60 FPS) V2.mkv,.mkv,1.62 GB,0:25:20,hevc,eac3,1920x1080
Castlevania (2017) - S03E10 - Abandon All Hope (AI 60 FPS) V2.mkv,.mkv,1.80 GB,0:28:20,hevc,eac3,1920x1080
Castlevania (2017) - S04E01 - Murder Wakes It Up (AI 60 FPS) V2.mkv,.mkv,1.51 GB,0:24:14,hevc,eac3,1920x1080
Castlevania (2017) - S04E02 - Having The World (AI 60 FPS) V2.mkv,.mkv,1.46 GB,0:23:30,hevc,eac3,1920x1080
Castlevania (2017) - S04E03 - Walk Away (AI 60 FPS) V2.mkv,.mkv,1.79 GB,0:28:36,hevc,eac3,1920x1080
Castlevania (2017) - S04E04 - You Must Sacrifice (AI 60 FPS) V2.mkv,.mkv,1.77 GB,0:28:14,hevc,eac3,1920x1080
Castlevania (2017) - S04E05 - Back In The World (AI 60 FPS) V2.mkv,.mkv,1.57 GB,0:24:58,hevc,eac3,1920x1080
Castlevania (2017) - S04E06 - You Don't Deserve My Blood (AI 60 FPS) V2.mkv,.mkv,1.94 GB,0:31:10,hevc,eac3,1920x1080
Castlevania (2017) - S04E07 - The Great Work (AI 60 FPS) V2.mkv,.mkv,1.61 GB,0:25:46,hevc,eac3,1920x1080
Castlevania (2017) - S04E08 - Death Magic (AI 60 FPS) V2.mkv,.mkv,1.53 GB,0:24:30,hevc,eac3,1920x1080
Castlevania (2017) - S04E09 - The Endings (AI 60 FPS) V2.mkv,.mkv,1.94 GB,0:30:48,hevc,eac3,1920x1080
Castlevania (2017) - S04E10 - It's Been A Strange Ride (AI 60 FPS) V2.mkv,.mkv,1.65 GB,0:26:34,hevc,eac3,1920x1080
From S03E06 Scar Tissue 1080p AMZN WEB-DL DDP5 1 H 264-FLUX.mkv,.mkv,2.59 GB,0:55:24,h264,eac3,1920x1080
From.S03E05.1080p.HEVC.x265-MeGusta.mkv,.mkv,0.49 GB,0:53:26,hevc,eac3,1920x1080
From.S03E08.1080p.WEB.h264-ETHEL.mkv,.mkv,2.05 GB,0:50:20,h264,eac3,1920x1080
From.S03E09.1080p.HEVC.x265-MeGusta.mkv,.mkv,0.74 GB,0:57:18,hevc,eac3,1920x1080
Game.of.Thrones.S01E01.1080p.BluRay.x265.mp4,.mp4,0.96 GB,1:01:37,hevc,aac,1920x1080
Game.of.Thrones.S01E02.1080p.BluRay.x265.mp4,.mp4,0.86 GB,0:55:17,hevc,aac,1920x1080
Game.of.Thrones.S01E03.1080p.BluRay.x265.mp4,.mp4,0.89 GB,0:57:14,hevc,aac,1920x1080
Game.of.Thrones.S01E04.1080p.BluRay.x265.mp4,.mp4,0.87 GB,0:55:37,hevc,aac,1920x1080
Game.of.Thrones.S01E05.1080p.BluRay.x265.mp4,.mp4,0.85 GB,0:54:16,hevc,aac,1920x1080
Game.of.Thrones.S01E06.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:36,hevc,aac,1920x1080
Game.of.Thrones.S01E07.1080p.BluRay.x265.mp4,.mp4,0.90 GB,0:57:47,hevc,aac,1920x1080
Game.of.Thrones.S01E08.1080p.BluRay.x265.mp4,.mp4,0.91 GB,0:58:08,hevc,aac,1920x1080
Game.of.Thrones.S01E09.1080p.BluRay.x265.mp4,.mp4,0.88 GB,0:56:16,hevc,aac,1920x1080
Game.of.Thrones.S01E10.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:37,hevc,aac,1920x1080
Game.of.Thrones.S02E01.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:41,hevc,aac,1920x1080
Game.of.Thrones.S02E02.1080p.BluRay.x265.mp4,.mp4,0.83 GB,0:53:29,hevc,aac,1920x1080
Game.of.Thrones.S02E03.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:45,hevc,aac,1920x1080
Game.of.Thrones.S02E04.1080p.BluRay.x265.mp4,.mp4,0.79 GB,0:50:41,hevc,aac,1920x1080
Game.of.Thrones.S02E05.1080p.BluRay.x265.mp4,.mp4,0.85 GB,0:54:10,hevc,aac,1920x1080
Game.of.Thrones.S02E06.1080p.BluRay.x265.mp4,.mp4,0.84 GB,0:53:59,hevc,aac,1920x1080
Game.of.Thrones.S02E07.1080p.BluRay.x265.mp4,.mp4,0.86 GB,0:55:10,hevc,aac,1920x1080
Game.of.Thrones.S02E08.1080p.BluRay.x265.mp4,.mp4,0.83 GB,0:53:21,hevc,aac,1920x1080
Game.of.Thrones.S02E09.1080p.BluRay.x265.mp4,.mp4,0.85 GB,0:54:27,hevc,aac,1920x1080
Game.of.Thrones.S02E10.1080p.BluRay.x265.mp4,.mp4,0.99 GB,1:03:26,hevc,aac,1920x1080
Game.of.Thrones.S03E01.1080p.BluRay.x265.mp4,.mp4,0.85 GB,0:54:31,hevc,aac,1920x1080
Game.of.Thrones.S03E02.1080p.BluRay.x265.mp4,.mp4,0.89 GB,0:57:05,hevc,aac,1920x1080
Game.of.Thrones.S03E03.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:49,hevc,aac,1920x1080
Game.of.Thrones.S03E04.1080p.BluRay.x265.mp4,.mp4,0.83 GB,0:53:23,hevc,aac,1920x1080
Game.of.Thrones.S03E05.1080p.BluRay.x265.mp4,.mp4,0.90 GB,0:57:25,hevc,aac,1920x1080
Game.of.Thrones.S03E06.1080p.BluRay.x265.mp4,.mp4,0.83 GB,0:53:22,hevc,aac,1920x1080
Game.of.Thrones.S03E07.1080p.BluRay.x265.mp4,.mp4,0.90 GB,0:57:37,hevc,aac,1920x1080
Game.of.Thrones.S03E08.1080p.BluRay.x265.mp4,.mp4,0.88 GB,0:56:21,hevc,aac,1920x1080
Game.of.Thrones.S03E09.1080p.BluRay.x265.mp4,.mp4,0.79 GB,0:50:48,hevc,aac,1920x1080
Game.of.Thrones.S03E10.1080p.BluRay.x265.mp4,.mp4,0.98 GB,1:02:43,hevc,aac,1920x1080
Game.of.Thrones.S04E01.1080p.BluRay.x265.mp4,.mp4,0.91 GB,0:58:13,hevc,aac,1920x1080
Game.of.Thrones.S04E02.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:34,hevc,aac,1920x1080
Game.of.Thrones.S04E03.1080p.BluRay.x265.mp4,.mp4,0.89 GB,0:56:53,hevc,aac,1920x1080
Game.of.Thrones.S04E04.1080p.BluRay.x265.mp4,.mp4,0.86 GB,0:55:04,hevc,aac,1920x1080
Game.of.Thrones.S04E05.1080p.BluRay.x265.mp4,.mp4,0.83 GB,0:53:12,hevc,aac,1920x1080
Game.of.Thrones.S04E06.1080p.BluRay.x265.mp4,.mp4,0.79 GB,0:50:41,hevc,aac,1920x1080
Game.of.Thrones.S04E07.1080p.BluRay.x265.mp4,.mp4,0.80 GB,0:51:05,hevc,aac,1920x1080
Game.of.Thrones.S04E08.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:22,hevc,aac,1920x1080
Game.of.Thrones.S04E09.1080p.BluRay.x265.mp4,.mp4,0.79 GB,0:50:34,hevc,aac,1920x1080
Game.of.Thrones.S04E10.1080p.BluRay.x265.mp4,.mp4,1.02 GB,1:05:19,hevc,aac,1920x1080
Game.of.Thrones.S05E01.1080p.BluRay.x265.mp4,.mp4,0.81 GB,0:52:11,hevc,aac,1920x1080
Game.of.Thrones.S05E02.1080p.BluRay.x265.mp4,.mp4,0.87 GB,0:55:34,hevc,aac,1920x1080
Game.of.Thrones.S05E03.1080p.BluRay.x265.mp4,.mp4,0.93 GB,0:59:56,hevc,aac,1920x1080
Game.of.Thrones.S05E04.1080p.BluRay.x265.mp4,.mp4,0.79 GB,0:50:25,hevc,aac,1920x1080
Game.of.Thrones.S05E05.1080p.BluRay.x265.mp4,.mp4,0.88 GB,0:56:42,hevc,aac,1920x1080
Game.of.Thrones.S05E06.1080p.BluRay.x265.mp4,.mp4,0.84 GB,0:53:42,hevc,aac,1920x1080
Game.of.Thrones.S05E07.1080p.BluRay.x265.mp4,.mp4,0.92 GB,0:58:51,hevc,aac,1920x1080
Game.of.Thrones.S05E08.1080p.BluRay.x265.mp4,.mp4,0.94 GB,1:00:03,hevc,aac,1920x1080
Game.of.Thrones.S05E09.1080p.BluRay.x265.mp4,.mp4,0.82 GB,0:52:23,hevc,aac,1920x1080
Game.of.Thrones.S05E10.1080p.BluRay.x265.mp4,.mp4,0.94 GB,1:00:15,hevc,aac,1920x1080
Game.of.Thrones.S06E01.1080p.BluRay.x265.mp4,.mp4,0.78 GB,0:50:04,hevc,aac,1920x1080
Game.of.Thrones.S06E02.1080p.BluRay.x265.mp4,.mp4,0.84 GB,0:53:42,hevc,aac,1920x1080
Game.of.Thrones.S06E03.1080p.BluRay.x265.mp4,.mp4,0.81 GB,0:52:12,hevc,aac,1920x1080
Game.of.Thrones.S06E04.1080p.BluRay.x265.mp4,.mp4,0.92 GB,0:58:41,hevc,aac,1920x1080
Game.of.Thrones.S06E05.1080p.BluRay.x265.mp4,.mp4,0.89 GB,0:56:48,hevc,aac,1920x1080
Game.of.Thrones.S06E06.1080p.BluRay.x265.mp4,.mp4,0.80 GB,0:51:27,hevc,aac,1920x1080
Game.of.Thrones.S06E07.1080p.BluRay.x265.mp4,.mp4,0.79 GB,0:50:20,hevc,aac,1920x1080
Game.of.Thrones.S06E08.1080p.BluRay.x265.mp4,.mp4,0.91 GB,0:58:20,hevc,aac,1920x1080
Game.of.Thrones.S06E09.1080p.BluRay.x265.mp4,.mp4,0.92 GB,0:59:17,hevc,aac,1920x1080
Game.of.Thrones.S06E10.1080p.BluRay.x265.mp4,.mp4,1.06 GB,1:08:01,hevc,aac,1920x1080
